"Shape" "TSR_Breadth" "Peak_Count" "Total_Count" "Tag_Ratio" "Midpoint" "Start" "End"
"AT4G34480" "3.15104049315398" "8" "34" "142" "0.23943661971831" "16484013" "16484010" "16484017"
"AT4G34490" "2.01138120380298" "161" "1003" "1916" "0.523486430062631" "16487375" "16487300" "16487460"
"AT4G34500" "1.31733785634622" "29" "59" "406" "0.145320197044335" "16490906" "16490892" "16490920"
"AT4G34510" "Completely_Peaked" "1" "11" "78" "0.141025641025641" "16491747" "16491747" "16491747"
"AT4G34530" "Completely_Peaked" "1" "32" "510" "0.0627450980392157" "16498390" "16498390" "16498390"
"AT4G34540" "3.54620592510616" "53" "111" "328" "0.338414634146341" "16500472" "16500449" "16500501"
"AT4G34555" "2.44981169157652" "91" "1236" "1697" "0.728344136711844" "16505401" "16505350" "16505440"
"AT4G34560" "4.46030246068165" "5" "33" "94" "0.351063829787234" "16507632" "16507631" "16507635"
"AT4G34570" "2.47694388235755" "54" "217" "318" "0.682389937106918" "16514339" "16514312" "16514365"
"AT4G34580" "1.76063150530955" "8" "59" "546" "0.108058608058608" "16516668" "16516664" "16516671"
"AT4G34588" "3.47970790691374" "4" "28" "225" "0.124444444444444" "16522144" "16522142" "16522145"
"AT4G34600" "14.203832177165" "125" "4184" "8870" "0.471702367531003" "16529215" "16529153" "16529277"
"AT4G34610" "Completely_Peaked" "1" "23" "165" "0.139393939393939" "16532360" "16532360" "16532360"
"AT4G34620" "8.99808759444393" "126" "2689" "5271" "0.510149876683741" "16536119" "16536065" "16536190"
"AT4G34630" "9.00702910091814" "9" "91" "382" "0.238219895287958" "16537747" "16537741" "16537749"
"AT4G34640" "2.46426631360022" "156" "893" "2316" "0.385578583765112" "16538386" "16538322" "16538477"
"AT4G34660" "3.72365726409064" "9" "123" "616" "0.199675324675325" "16547773" "16547770" "16547778"
"AT4G34670" "25.415096249275" "37" "4126" "18027" "0.228878903866423" "16548654" "16548650" "16548686"
"AT4G34680" "4.79384109275619" "47" "116" "468" "0.247863247863248" "16553407" "16553380" "16553426"
"AT4G34700" "7.74730148110517" "127" "5853" "7967" "0.734655453746705" "16556863" "16556813" "16556939"
"AT4G34710" "1.66049867816142" "71" "52" "1825" "0.0284931506849315" "16561287" "16561256" "16561326"
"AT4G34720" "3.196738882011" "201" "1031" "1966" "0.52441505595117" "16569224" "16569096" "16569296"
"AT4G34730" "2.44143871219288" "7" "22" "310" "0.0709677419354839" "16571328" "16571326" "16571332"
"AT4G34740" "1.76467702735618" "41" "33" "201" "0.164179104477612" "16576637" "16576622" "16576662"
"AT4G34750" "6.91388173983332" "7" "74" "173" "0.427745664739884" "16577392" "16577391" "16577397"
"AT4G34760" "2.29056050806865" "9" "43" "92" "0.467391304347826" "16582877" "16582873" "16582881"
"AT4G34800" "4.71168662790873" "4" "34" "96" "0.354166666666667" "16596788" "16596787" "16596790"
"AT4G34810" "15.0624999860302" "3" "51" "137" "0.372262773722628" "16599046" "16599044" "16599046"
"AT4G34840" "2.76315789473684" "7" "15" "116" "0.129310344827586" "16607807" "16607804" "16607810"
"AT4G34860" "3.5278653364542" "42" "113" "435" "0.259770114942529" "16612671" "16612660" "16612701"
"AT4G34870" "32.5668025800018" "54" "5362" "12402" "0.432349621028866" "16614397" "16614365" "16614418"
"AT4G34881" "15.3953875995246" "81" "5490" "10937" "0.501965804151047" "16617623" "16617600" "16617680"
"AT4G34890" "2.97591320111176" "180" "991" "2766" "0.358279103398409" "16625028" "16624960" "16625139"
"AT4G34910" "1.69328974617871" "21" "16" "210" "0.0761904761904762" "16631707" "16631696" "16631716"
"AT4G34920" "6.72911222498714" "57" "429" "1510" "0.284105960264901" "16635690" "16635673" "16635729"
"AT4G34950" "1.05199179622691" "43" "22" "117" "0.188034188034188" "16642807" "16642787" "16642829"
"AT4G34960" "4.21093839034425" "31" "210" "742" "0.283018867924528" "16648613" "16648603" "16648633"
"AT4G34970" "3.25000000186265" "4" "25" "100" "0.25" "16653706" "16653704" "16653707"
"AT4G34980" "2.77023601920768" "41" "201" "969" "0.207430340557276" "16659257" "16659230" "16659270"
"AT4G34990" "Completely_Peaked" "1" "11" "84" "0.130952380952381" "16662046" "16662046" "16662046"
"AT4G35000" "2.24665347812249" "85" "267" "765" "0.349019607843137" "16667638" "16667590" "16667674"
"AT4G35020" "3.37956138291109" "8" "225" "702" "0.320512820512821" "16673254" "16673249" "16673256"
"AT4G35030" "1.92720926343866" "30" "29" "524" "0.0553435114503817" "16676216" "16676203" "16676232"
"AT4G35040" "3.02680607155464" "68" "114" "786" "0.145038167938931" "16680399" "16680380" "16680447"
"AT4G35050" "1.09398496184582" "4" "33" "248" "0.133064516129032" "16684773" "16684771" "16684774"
"AT4G35060" "6.17481424738298" "136" "689" "1834" "0.375681570338059" "16686463" "16686424" "16686559"
"AT4G35080" "23.6242836808572" "94" "1105" "2296" "0.481271777003484" "16698339" "16698300" "16698393"
"AT4G35090" "2.40298448176106" "331" "875" "2914" "0.300274536719286" "16701818" "16701660" "16701990"
"AT4G35100" "20.2292192989531" "64" "6512" "16464" "0.3955296404276" "16708622" "16708592" "16708655"
"AT4G35110" "3.58544873449489" "42" "106" "376" "0.281914893617021" "16714927" "16714900" "16714941"
"AT4G35140" "224.004444459279" "2" "226" "720" "0.313888888888889" "16726593" "16726592" "16726593"
"AT4G35150" "2.04166666899497" "3" "22" "63" "0.349206349206349" "16728396" "16728395" "16728397"
"AT4G35160" "47.437777199172" "59" "8740" "19283" "0.453248975781777" "16732810" "16732770" "16732828"
"AT4G35190" "2.72023809787684" "3" "31" "98" "0.316326530612245" "16746599" "16746597" "16746599"
"AT4G35220" "2.54661269903714" "52" "541" "1153" "0.469210754553339" "16752615" "16752588" "16752639"
"AT4G35230" "2.265726807593" "82" "336" "1358" "0.247422680412371" "16758097" "16758051" "16758132"
"AT4G35240" "2.21030245993871" "3" "21" "248" "0.0846774193548387" "16763902" "16763901" "16763903"
"AT4G35250" "1.83749999906868" "3" "24" "292" "0.0821917808219178" "16773179" "16773178" "16773180"
"AT4G35260" "2.02060812763067" "96" "669" "1713" "0.390542907180385" "16776277" "16776231" "16776326"
"AT4G35270" "4.14931730254421" "5" "60" "294" "0.204081632653061" "16780154" "16780151" "16780155"
"AT4G35290" "1.12857142410108" "2" "17" "80" "0.2125" "16791280" "16791279" "16791280"
"AT4G35300" "2.04402900087805" "3" "141" "850" "0.165882352941176" "16798141" "16798140" "16798142"
"AT4G35310" "1.86636643972095" "18" "23" "1422" "0.0161744022503516" "16803325" "16803318" "16803335"
"AT4G35320" "26.2190848234573" "62" "993" "2097" "0.473533619456366" "16806653" "16806607" "16806668"
"AT4G35335" "3.8616053898871" "92" "209" "514" "0.406614785992218" "16807260" "16807229" "16807320"
"AT4G35350" "3.87093059374349" "125" "602" "2000" "0.301" "16811527" "16811431" "16811555"
"AT4G35360" "1.58511977188279" "47" "126" "284" "0.443661971830986" "16814674" "16814650" "16814696"
"AT4G35380" "17.9780497202473" "3" "218" "808" "0.26980198019802" "16819816" "16819815" "16819817"
"AT4G35390" "1.86301180388321" "5" "47" "203" "0.231527093596059" "16829656" "16829653" "16829657"
"AT4G35410" "4.06120825617476" "46" "235" "472" "0.497881355932203" "16832508" "16832492" "16832537"
"AT4G35420" "1.67758071438548" "8" "61" "188" "0.324468085106383" "16835619" "16835615" "16835622"
"AT4G35440" "1.61384289332" "5" "24" "58" "0.413793103448276" "16839376" "16839374" "16839378"
"AT4G35450" "4.25105462713243" "54" "206" "1099" "0.187443130118289" "16839683" "16839640" "16839693"
"AT4G35460" "2.08195724811131" "70" "573" "1086" "0.527624309392265" "16842268" "16842220" "16842289"
"AT4G35470" "2.13487637993842" "4" "41" "442" "0.0927601809954751" "16846597" "16846596" "16846599"
"AT4G35480" "1.38769625805643" "40" "49" "723" "0.0677731673582296" "16852830" "16852810" "16852849"
"AT4G35490" "6.05547589288187" "35" "1022" "2193" "0.466028271773826" "16856198" "16856172" "16856206"
"AT4G35500" "2.00960559283367" "85" "91" "474" "0.191983122362869" "16857410" "16857372" "16857456"
"AT4G35510" "4.20735859498541" "42" "74" "184" "0.402173913043478" "16862336" "16862316" "16862357"
"AT4G35520" "1.29761904362766" "3" "19" "99" "0.191919191919192" "16865296" "16865295" "16865297"
"AT4G35530" "2.89374163270821" "56" "213" "600" "0.355" "16873640" "16873613" "16873668"
"AT4G35540" "3.820491833829" "3" "27" "134" "0.201492537313433" "16873843" "16873843" "16873845"
"AT4G35550" "3.28721190998153" "61" "130" "358" "0.363128491620112" "16877240" "16877208" "16877268"
"AT4G35560" "Completely_Peaked" "1" "26" "376" "0.0691489361702128" "16882184" "16882184" "16882184"
"AT4G35570" "3.19194990146716" "6" "294" "934" "0.314775160599572" "16888343" "16888340" "16888345"
"AT4G35580" "3.19241982594176" "5" "30" "623" "0.0481540930979133" "16891847" "16891845" "16891849"
"AT4G35600" "2.08132986271071" "100" "187" "570" "0.328070175438597" "16896340" "16896271" "16896370"
"AT4G35620" "2.97027027751948" "4" "47" "166" "0.283132530120482" "16901622" "16901621" "16901624"
"AT4G35630" "2.26671468878074" "93" "705" "1762" "0.40011350737798" "16904168" "16904141" "16904233"
"AT4G35680" "1.65630143547518" "10" "17" "62" "0.274193548387097" "16917907" "16917903" "16917912"
"AT4G35730" "8.0631487841966" "5" "21" "141" "0.148936170212766" "16931063" "16931063" "16931067"
"AT4G35740" "1.0773771813416" "6" "25" "252" "0.0992063492063492" "16938447" "16938445" "16938450"
"AT4G35750" "2.24171839344407" "273" "5206" "9358" "0.556315452019662" "16941747" "16941603" "16941875"
"AT4G35760" "2.54628219323021" "38" "128" "329" "0.389057750759878" "16944651" "16944630" "16944667"
"AT4G35770" "2.36069361890254" "147" "257" "950" "0.270526315789474" "16945369" "16945320" "16945466"
"AT4G35780" "1.26429895492982" "4" "57" "764" "0.0746073298429319" "16947846" "16947845" "16947848"
"AT4G35785" "2.81961927257185" "37" "68" "632" "0.107594936708861" "16954018" "16954007" "16954043"
"AT4G35790" "2.13428171172094" "255" "1473" "3699" "0.398215733982157" "16959961" "16959821" "16960075"
"AT4G35800" "2.94146986358993" "9" "186" "1528" "0.121727748691099" "16968124" "16968119" "16968127"
"AT4G35830" "1.38651473023263" "129" "730" "5111" "0.142829191938955" "16973010" "16972950" "16973078"
"AT4G35840" "7.31282934689733" "31" "79" "218" "0.362385321100917" "16981045" "16981030" "16981060"
"AT4G35850" "4.42022196749371" "31" "325" "876" "0.371004566210046" "16983536" "16983530" "16983560"
"AT4G35860" "6.77515167406567" "70" "790" "1666" "0.474189675870348" "16988975" "16988951" "16989020"
"AT4G35870" "3.21102547498777" "166" "698" "864" "0.80787037037037" "16990194" "16990132" "16990297"
"AT4G35880" "1.32230235887965" "7" "19" "238" "0.0798319327731092" "16994645" "16994642" "16994648"
"AT4G35890" "2.08252271355059" "136" "226" "792" "0.285353535353535" "16997199" "16997140" "16997275"
"AT4G35900" "2.023805328283" "4" "55" "269" "0.204460966542751" "17004826" "17004825" "17004828"
"AT4G35905" "7.27916096058113" "56" "150" "417" "0.359712230215827" "17008156" "17008136" "17008191"
"AT4G35910" "2.31204838525183" "51" "151" "402" "0.375621890547264" "17011431" "17011410" "17011460"
"AT4G35920" "2.2262180828108" "47" "63" "547" "0.115173674588665" "17015166" "17015150" "17015196"
"AT4G35930" "1.98251066409832" "4" "33" "88" "0.375" "17020497" "17020496" "17020499"
"AT4G35940" "7.28662401301716" "16" "188" "486" "0.386831275720165" "17021389" "17021383" "17021398"
"AT4G35950" "1.77382740115029" "79" "294" "682" "0.43108504398827" "17025830" "17025792" "17025870"
"AT4G35970" "Completely_Peaked" "1" "8" "188" "0.0425531914893617" "17029378" "17029378" "17029378"
"AT4G35980" "2.44410688821378" "3" "48" "616" "0.0779220779220779" "17030762" "17030761" "17030763"
"AT4G35985" "13.5084864834597" "41" "59" "184" "0.320652173913043" "17033896" "17033860" "17033900"
"AT4G35987" "Completely_Peaked" "1" "8" "100" "0.08" "17036896" "17036896" "17036896"
"AT4G36010" "1.23609627058068" "58" "448" "709" "0.631875881523272" "17041068" "17041047" "17041104"
"AT4G36020" "5.71750171632652" "8" "40" "190" "0.210526315789474" "17044395" "17044390" "17044397"
"AT4G36032" "2.33333333333333" "2" "24" "340" "0.0705882352941176" "17047047" "17047046" "17047047"
"AT4G36030" "6.79710145071509" "7" "26" "158" "0.164556962025316" "17047119" "17047114" "17047120"
"AT4G36040" "2.78818307380126" "67" "408" "1521" "0.268244575936884" "17049589" "17049571" "17049637"
"AT4G36050" "2.54999619946887" "6" "22" "142" "0.154929577464789" "17052565" "17052564" "17052569"
"AT4G36060" "1.87800000208616" "5" "15" "108" "0.138888888888889" "17056348" "17056345" "17056349"
"AT4G36080" "2.33320521570316" "6" "165" "856" "0.192757009345794" "17077979" "17077977" "17077982"
"AT4G36090" "10.1599160545866" "9" "63" "340" "0.185294117647059" "17080078" "17080072" "17080080"
"AT4G36120" "1.10227272879671" "3" "19" "52" "0.365384615384615" "17097168" "17097167" "17097169"
"AT4G36130" "9.52853360736773" "35" "2219" "5334" "0.416010498687664" "17097566" "17097548" "17097582"
"AT4G36140" "1.05844155582902" "2" "25" "419" "0.0596658711217184" "17101569" "17101569" "17101570"
"AT4G36150" "38.95328713328" "32" "83" "282" "0.294326241134752" "17107969" "17107942" "17107973"
"AT4G36180" "1.03333333313465" "6" "22" "344" "0.063953488372093" "17123814" "17123811" "17123816"
"AT4G36190" "4.12922139929793" "56" "7" "277" "0.0252707581227437" "17124616" "17124597" "17124652"
"AT4G36195" "3.20381801552711" "23" "45" "773" "0.0582147477360931" "17128881" "17128870" "17128892"
"AT4G36210" "2.05245042242603" "40" "50" "834" "0.0599520383693046" "17132975" "17132961" "17133000"
"AT4G36220" "2.84314215167214" "8" "278" "1192" "0.233221476510067" "17139682" "17139680" "17139687"
"AT4G36240" "3.97635827931545" "8" "53" "296" "0.179054054054054" "17148064" "17148059" "17148066"
"AT4G36270" "1.50000000745058" "2" "21" "58" "0.362068965517241" "17165126" "17165126" "17165127"
"AT4G36290" "2.11913665936487" "8" "39" "368" "0.105978260869565" "17173174" "17173171" "17173178"
"AT4G36360" "4.0774279289705" "9" "52" "459" "0.113289760348584" "17181244" "17181241" "17181249"
"AT4G36380" "3.15679297173172" "50" "78" "716" "0.108938547486034" "17189791" "17189780" "17189829"
"AT4G36390" "2.55481309054211" "67" "97" "314" "0.308917197452229" "17197096" "17197067" "17197133"
"AT4G36400" "2.14786503420124" "108" "1771" "2013" "0.879781420765027" "17197260" "17197210" "17197317"
"AT4G36410" "2.34078732357737" "11" "219" "662" "0.330815709969789" "17201923" "17201920" "17201930"
"AT4G36420" "5.91603833587938" "45" "306" "817" "0.374541003671971" "17203990" "17203981" "17204025"
"AT4G36430" "1.54070519904006" "6" "60" "180" "0.333333333333333" "17205966" "17205964" "17205969"
"AT4G36440" "4.86849153163237" "175" "60" "1746" "0.0343642611683849" "17208615" "17208561" "17208735"
"AT4G36470" "1.04578754769795" "2" "47" "252" "0.186507936507937" "17215992" "17215991" "17215992"
"AT4G36480" "2.44672746033351" "54" "149" "543" "0.274401473296501" "17218185" "17218164" "17218217"
"AT4G36500" "20.5836715061633" "59" "942" "2378" "0.396131202691337" "17226589" "17226560" "17226618"
"AT4G36515" "3.37596714371522" "45" "97" "258" "0.375968992248062" "17230299" "17230276" "17230320"
"AT4G36520" "2.40515695661161" "89" "474" "1136" "0.417253521126761" "17235556" "17235519" "17235607"
"AT4G36530" "2.6276508107164" "6" "71" "638" "0.11128526645768" "17241798" "17241795" "17241800"
"AT4G36540" "Completely_Peaked" "1" "12" "84" "0.142857142857143" "17243862" "17243862" "17243862"
"AT4G36550" "Completely_Peaked" "1" "7" "64" "0.109375" "17245861" "17245861" "17245861"
"AT4G36610" "9.56136801701013" "54" "530" "1530" "0.34640522875817" "17267313" "17267283" "17267336"
"AT4G36620" "3.74093659723096" "7" "50" "114" "0.43859649122807" "17269824" "17269820" "17269826"
"AT4G36630" "7.67740489169999" "22" "119" "1028" "0.115758754863813" "17276609" "17276604" "17276625"
"AT4G36640" "3.52681865160829" "54" "228" "866" "0.263279445727483" "17279178" "17279160" "17279213"
"AT4G36648" "3.65296744843369" "77" "128" "2681" "0.0477433793360686" "17282319" "17282274" "17282350"
"AT4G36650" "2.91230807919636" "24" "15" "244" "0.0614754098360656" "17283571" "17283553" "17283576"
"AT4G36660" "6.14285714285714" "2" "8" "122" "0.0655737704918033" "17286889" "17286888" "17286889"
"AT4G36670" "2.0882758228465" "5" "1037" "2945" "0.352122241086587" "17288978" "17288976" "17288980"
"AT4G36680" "2.09307130979614" "70" "118" "254" "0.464566929133858" "17293749" "17293722" "17293791"
"AT4G36690" "24.7173839467878" "59" "718" "3453" "0.207935128873443" "17297274" "17297249" "17297307"
"AT4G36710" "2.92171238122773" "6" "74" "424" "0.174528301886792" "17306263" "17306261" "17306266"
"AT4G36720" "5.95288908347731" "77" "354" "940" "0.376595744680851" "17307721" "17307701" "17307777"
"AT4G36730" "2.14817033978958" "3" "247" "1615" "0.152941176470588" "17311419" "17311418" "17311420"
"AT4G36750" "4.55526895559194" "88" "228" "538" "0.423791821561338" "17324620" "17324581" "17324668"
"AT4G36760" "3.20501418373155" "97" "351" "1488" "0.235887096774194" "17328714" "17328662" "17328758"
"AT4G36780" "3.05072237859234" "33" "145" "659" "0.220030349013657" "17334349" "17334330" "17334362"
"AT4G36790" "1.16449188941777" "104" "59" "434" "0.135944700460829" "17337144" "17337085" "17337188"
"AT4G36800" "2.35013029111004" "71" "1230" "2702" "0.455218356772761" "17342721" "17342690" "17342760"
"AT4G36810" "1.5044875807344" "63" "257" "462" "0.556277056277056" "17343519" "17343494" "17343556"
"AT4G36820" "Completely_Peaked" "1" "30" "80" "0.375" "17346805" "17346805" "17346805"
"AT4G36830" "3.49632072637093" "20" "63" "343" "0.183673469387755" "17349632" "17349628" "17349647"
"AT4G36840" "1.66061828925044" "3" "189" "652" "0.289877300613497" "17351697" "17351696" "17351698"
"AT4G36860" "1.58488031548379" "36" "25" "356" "0.0702247191011236" "17359237" "17359216" "17359251"
"AT4G36870" "1.17226097113918" "113" "30" "165" "0.181818181818182" "17370321" "17370256" "17370368"
"AT4G36890" "2.17786417981996" "52" "97" "664" "0.146084337349398" "17381782" "17381750" "17381801"
"AT4G36900" "2.28880170856733" "103" "570" "1254" "0.454545454545455" "17388866" "17388820" "17388922"
"AT4G36910" "2.18706927837859" "4" "62" "205" "0.302439024390244" "17393292" "17393290" "17393293"
"AT4G36920" "8.26382296872803" "41" "143" "511" "0.279843444227006" "17400937" "17400923" "17400963"
"AT4G36930" "11.9044905560564" "6" "69" "474" "0.145569620253165" "17414129" "17414125" "17414130"
"AT4G36940" "2.66687798483406" "70" "82" "354" "0.231638418079096" "17416914" "17416890" "17416959"
"AT4G36945" "1.28465426012523" "162" "16" "88" "0.181818181818182" "17421064" "17420970" "17421131"
"AT4G36960" "3.09756470162187" "23" "49" "226" "0.216814159292035" "17426976" "17426971" "17426993"
"AT4G36970" "1.92464771538666" "26" "29" "175" "0.165714285714286" "17431456" "17431440" "17431465"
"AT4G36980" "2.34356108613414" "4" "102" "1951" "0.0522808815991799" "17435124" "17435122" "17435125"
"AT4G36988" "1.74092478613661" "243" "553" "1486" "0.3721399730821" "17441437" "17441317" "17441559"
"AT4G37000" "3.20239358747015" "55" "84" "214" "0.392523364485981" "17442648" "17442614" "17442668"
"AT4G37010" "2.8197010760452" "79" "295" "816" "0.361519607843137" "17444300" "17444260" "17444338"
"AT4G37020" "2.20396793115603" "7" "38" "180" "0.211111111111111" "17445743" "17445740" "17445746"
"AT4G37030" "2.22282608938606" "5" "31" "224" "0.138392857142857" "17452127" "17452124" "17452128"
"AT4G37040" "3.56843439731081" "62" "129" "392" "0.329081632653061" "17455153" "17455121" "17455182"
"AT4G37050" "1.19526074723788" "158" "28" "56" "0.5" "17458594" "17458501" "17458658"
"AT4G37070" "3.03088504609918" "111" "939" "2519" "0.372766971020246" "17467092" "17467001" "17467111"
"AT4G37080" "1.81999999418855" "3" "25" "166" "0.150602409638554" "17476738" "17476737" "17476739"
"AT4G37090" "2.5077675303811" "117" "176" "216" "0.814814814814815" "17477281" "17477221" "17477337"
"AT4G37100" "1" "39" "16" "115" "0.139130434782609" "17482170" "17482151" "17482189"
"AT4G37110" "1.00112159845252" "42" "32" "60" "0.533333333333333" "17485460" "17485439" "17485480"
"AT4G37120" "2.76351890105196" "57" "30" "1396" "0.0214899713467049" "17487378" "17487340" "17487396"
"AT4G37130" "3.92084434945566" "6" "49" "250" "0.196" "17489472" "17489470" "17489475"
"AT4G37150" "2.49306824459182" "129" "302" "675" "0.447407407407407" "17494090" "17494041" "17494169"
"AT4G37160" "1.80359455334741" "5" "30" "412" "0.0728155339805825" "17495450" "17495447" "17495451"
"AT4G37180" "5.01368258796915" "50" "363" "2353" "0.154271143221419" "17504656" "17504640" "17504689"
"AT4G37190" "1.06349206349206" "2" "16" "320" "0.05" "17509396" "17509395" "17509396"
"AT4G37200" "2.03735866910675" "9" "34" "209" "0.162679425837321" "17509927" "17509922" "17509930"
"AT4G37210" "10.0909091450951" "2" "12" "230" "0.0521739130434783" "17513801" "17513800" "17513801"
"AT4G37220" "1.14848484690442" "3" "37" "92" "0.402173913043478" "17515079" "17515078" "17515080"
"AT4G37240" "2.13564975292569" "21" "19" "134" "0.141791044776119" "17524566" "17524552" "17524572"
"AT4G37250" "2.42127060822613" "40" "57" "480" "0.11875" "17530280" "17530256" "17530295"
"AT4G37260" "32.0530518353704" "6" "1632" "4273" "0.381933068102036" "17540490" "17540485" "17540490"
"AT4G37270" "4.21741975654677" "40" "61" "770" "0.0792207792207792" "17546250" "17546236" "17546275"
"AT4G37280" "1.23156814465474" "5" "37" "300" "0.123333333333333" "17549258" "17549256" "17549260"
"AT4G37295" "3.74759844778685" "32" "47" "176" "0.267045454545455" "17553764" "17553740" "17553771"
"AT4G37300" "2.7196515075923" "66" "1078" "1780" "0.60561797752809" "17554772" "17554750" "17554815"
"AT4G37310" "11.9868951851511" "38" "468" "1308" "0.357798165137615" "17558806" "17558783" "17558820"
"AT4G37320" "1.4" "3" "28" "305" "0.0918032786885246" "17560478" "17560477" "17560479"
"AT4G37330" "1.10088669048638" "47" "184" "950" "0.193684210526316" "17564592" "17564570" "17564616"
"AT4G37340" "1.48318324609594" "38" "46" "216" "0.212962962962963" "17566768" "17566751" "17566788"
"AT4G37370" "Completely_Peaked" "1" "35" "137" "0.255474452554745" "17571702" "17571702" "17571702"
"AT4G37380" "1.75244989782916" "28" "56" "197" "0.284263959390863" "17573914" "17573901" "17573928"
"AT4G37390" "2.93105066689219" "29" "17" "661" "0.0257186081694402" "17581639" "17581621" "17581649"
"AT4G37400" "1.59116647322933" "108" "380" "1044" "0.363984674329502" "17584198" "17584141" "17584248"
"AT4G37410" "2.13839058799803" "485" "3115" "51196" "0.0608445972341589" "17591439" "17591232" "17591716"
"AT4G37430" "1.83376840483571" "7" "34" "105" "0.323809523809524" "17597185" "17597182" "17597188"
"AT4G37432" "2.41631091062579" "15" "124" "296" "0.418918918918919" "17598705" "17598695" "17598709"
"AT4G37440" "5.42422089697512" "50" "381" "1062" "0.358757062146893" "17601227" "17601201" "17601250"
"AT4G37445" "2.3583051935504" "4" "55" "336" "0.163690476190476" "17604542" "17604540" "17604543"
"AT4G37450" "7.083044404821" "10" "90" "362" "0.248618784530387" "17606829" "17606821" "17606830"
"AT4G37460" "2.38051595805901" "40" "186" "950" "0.195789473684211" "17615823" "17615800" "17615839"
"AT4G37470" "4.98968136562674" "66" "175" "1148" "0.152439024390244" "17617218" "17617191" "17617256"
"AT4G37480" "1.60562999337959" "7" "37" "213" "0.173708920187793" "17619237" "17619234" "17619240"
"AT4G37490" "2.53191597219494" "6" "34" "96" "0.354166666666667" "17624295" "17624292" "17624297"
"AT4G37510" "1.20121864173669" "39" "203" "484" "0.419421487603306" "17628951" "17628931" "17628969"
"AT4G37520" "4.72265937492264" "20" "745" "2061" "0.361475012130034" "17631662" "17631653" "17631672"
"AT4G37530" "5.3836280723304" "6" "117" "529" "0.22117202268431" "17634752" "17634750" "17634755"
"AT4G37540" "2.22919743976999" "52" "44" "852" "0.0516431924882629" "17640575" "17640546" "17640597"
"AT4G37550" "Completely_Peaked" "1" "11" "64" "0.171875" "17643594" "17643594" "17643594"
"AT4G37590" "1.63990128302133" "29" "41" "778" "0.0526992287917738" "17664691" "17664675" "17664703"
"AT4G37608" "1.51392103860674" "3" "36" "111" "0.324324324324324" "17670467" "17670466" "17670468"
"AT4G37610" "6.78768851169048" "66" "321" "1107" "0.289972899728997" "17671965" "17671942" "17672007"
"AT4G37630" "3.43368147974372" "67" "61" "184" "0.331521739130435" "17679169" "17679154" "17679220"
"AT4G37640" "4.45724103464327" "38" "64" "740" "0.0864864864864865" "17686843" "17686836" "17686873"
"AT4G37650" "2.0865312308895" "88" "480" "953" "0.503672612801679" "17692121" "17692076" "17692163"
"AT4G37660" "6.01474983503561" "27" "121" "308" "0.392857142857143" "17695519" "17695509" "17695535"
"AT4G37680" "1.90020992686224" "87" "134" "306" "0.437908496732026" "17700744" "17700713" "17700799"
"AT4G37690" "1.06547303964436" "40" "40" "110" "0.363636363636364" "17708282" "17708261" "17708300"
"AT4G37700" "3.55651759762673" "8" "300" "1246" "0.240770465489567" "17710896" "17710893" "17710900"
"AT4G37730" "6.53696085743605" "4" "69" "190" "0.363157894736842" "17723916" "17723916" "17723919"
"AT4G37740" "1.04418155702384" "117" "22" "114" "0.192982456140351" "17726513" "17726451" "17726567"
"AT4G37750" "1.49999999627471" "3" "12" "94" "0.127659574468085" "17740556" "17740555" "17740557"
"AT4G37760" "2.80917836006783" "56" "141" "428" "0.329439252336449" "17743977" "17743960" "17744015"
"AT4G37790" "1.54650552265347" "6" "47" "704" "0.0667613636363636" "17768474" "17768471" "17768476"
"AT4G37800" "1.16666667163372" "2" "20" "80" "0.25" "17777395" "17777395" "17777396"
"AT4G37820" "1.33201919592634" "94" "90" "405" "0.222222222222222" "17785912" "17785864" "17785957"
"AT4G37830" "3.36913717807308" "179" "7010" "11425" "0.613566739606127" "17788785" "17788671" "17788849"
"AT4G37850" "17.751772600434" "32" "43" "140" "0.307142857142857" "17797321" "17797318" "17797349"
"AT4G37870" "3.49551255187322" "105" "706" "5871" "0.120252086526997" "17803245" "17803215" "17803319"
"AT4G37880" "6.38942737991091" "6" "24" "401" "0.0598503740648379" "17810916" "17810915" "17810920"
"AT4G37895" "1.00096387834335" "42" "28" "60" "0.466666666666667" "17812911" "17812891" "17812932"
"AT4G37890" "5.31001678611052" "19" "16" "493" "0.0324543610547667" "17814825" "17814814" "17814832"
"AT4G37900" "4.42305446791567" "7" "38" "88" "0.431818181818182" "17824628" "17824625" "17824631"
"AT4G37910" "6.78002763451215" "22" "197" "1209" "0.162944582299421" "17828176" "17828160" "17828181"
"AT4G37920" "1.24038461681742" "2" "21" "185" "0.113513513513514" "17828949" "17828948" "17828949"
"AT4G37930" "3.85025855468288" "35" "54" "449" "0.120267260579065" "17834863" "17834850" "17834884"
"AT4G37940" "9.43851888035099" "86" "392" "1583" "0.247631080227416" "17838718" "17838670" "17838755"
"AT4G37950" "2.31404958677686" "5" "32" "76" "0.421052631578947" "17845236" "17845234" "17845238"
"AT4G38040" "5.08099618483239" "62" "422" "977" "0.431934493346981" "17867486" "17867442" "17867503"
"AT4G38050" "Completely_Peaked" "1" "6" "50" "0.12" "17872219" "17872219" "17872219"
"AT4G38052" "1" "2" "16" "70" "0.228571428571429" "17873464" "17873464" "17873465"
"AT4G38060" "4.15116692803566" "45" "101" "254" "0.397637795275591" "17874800" "17874774" "17874818"
